country,region,code,hdi,A(House School),A(House Hospital),A(House Pharmacy),A(House Restaurant),A(School Hospital),A(Police Hospital),A(House Place of Worship),A(Bank Slot Machine),A(Fast-Food Place Toilet),A(House Police),A(University Library),A(House Library),D(School),D(Hospital),D(Pharmacy),D(Police),D(Library),D(Toilet),D(Restaurant),D(Place of Worship),D(Post Box),D(Vending Machine),D(Bench),D(Tree)
Bhutan,Paro,BTNr108,0.753,1.8738403616899841,3.756511267615133,,2.9296812184968073,1.350581259933728,0.9073119345852975,2.446490511777232,,1.7541441049388797,3.381186485420244,,,0.013187254199018965,0.006205766681891278,0.0,0.0015514416704728196,0.0,0.002327162505709229,0.028701670903747162,0.040337483432293306,0.0,0.0,0.004654325011418458,0.0
Bhutan,Pemagatshel,BTNr109,0.622,0.7365328107331097,2.045149841750785,,4.484503484508114,0.9475499516069888,1.1754416264649492,0.4188492993073469,,0.31824731798402306,3.4534041129679514,,6.042598428770339,0.03126725787330732,0.01856493436227622,0.0,0.004885509042704269,0.0009771018085408538,0.00781681446832683,0.013679425319571952,0.08012234830035,0.0,0.0,0.0029313054256225614,0.0019542036170817076
Bhutan,Punakha,BTNr110,0.681,0.592164550271144,2.411332009266021,1.0226568647451737,0.539464643883886,1.7884910512472456,,0.47941937091175096,,,,0.11094476217525226,5.838354014068883,0.008098238661801127,0.007198434366045447,0.0017996085915113617,0.0,0.0008998042957556808,0.0,0.03329275894296019,0.026094324576914744,0.0,0.0,0.0017996085915113617,0.0
Bhutan,Samdrup jongkhar,BTNr111,0.633,28.82183713052078,7.793915006275846,,29.175198950017148,0.4754823873248999,0.7941269358066207,0.163727557319921,,,61.359519982562716,,61.19188872920773,0.004257853565176108,0.005854548652117149,0.0,0.0005322316956470135,0.0005322316956470135,0.003193390173882081,0.002128926782588054,0.011176865608587284,0.0,0.0,0.0005322316956470135,0.0824959128252871
Bhutan,Samtse,BTNr112,0.641,,,,,1.0661078289613921,0.29781491985707165,,,,,,,0.003060853011471802,0.012243412045887208,0.0,0.0007652132528679505,0.0,0.0,0.003060853011471802,0.009182559034415406,0.0,0.0,0.015304265057359009,0.0
Bhutan,Sarpang,BTNr113,0.713,1.0610371275187163,1.4449695746493265,,10.215024879257024,1.2686464307433072,1.7506457926044505,1.3730136584868449,,,7.558688714979142,,,0.012061851676090942,0.011458759092286394,0.0,0.0012061851676090942,0.0,0.0,0.0006030925838045471,0.019902055265550053,0.0,0.0,0.0,0.0
Bhutan,Thimphu,BTNr114,0.857,0.6845696545261488,0.8552920752742682,1.5053167247201509,0.6929184917047789,0.7986840923533971,0.4897257030889649,0.4397126915971557,,0.5391126162286899,1.2925337246752127,0.7326839578952772,1.7697931091609074,0.040585209804013006,0.0250182800161724,0.02001462401293792,0.01000731200646896,0.0038917324469601514,0.016678853344114935,0.2396195263771179,0.04836867469793331,0.0005559617781371645,0.0,0.03836136269146435,0.005559617781371645
Bhutan,Trashigang,BTNr115,0.592,0.8588684463994337,0.8057239860461436,,22.321947716725774,1.4330849207997183,0.42005434812250286,1.9362284067279634,,,22.294728668284186,,22.686598951010247,0.00725304957257668,0.009066311965720851,0.0,0.000906631196572085,0.0004533155982860425,0.0,0.002719893589716255,0.013599467948581275,0.0,0.0,0.0,0.018132623931441702
Bhutan,Trashiyangtse,BTNr116,0.605,14.21254204821933,6.5360102466887895,,,1.1968480511994926,2.009482700335396,4.253162001152083,,,31.17848317766968,,,0.0013787591047317803,0.007583175076024792,0.0,0.0006893795523658902,0.0,0.0,0.0,0.012408831942586022,0.0,0.0,0.0,0.0
Bhutan,Trongsa,BTNr117,0.637,2.89206276496464,1.624372927972536,,3.3767713324619497,1.2320312326894172,0.1832917644279458,0.6953270724414036,,0.35550698522191265,3.0216290099818184,,,0.0066059981031761335,0.0049544985773821,0.0,0.0005504998419313445,0.0,0.0005504998419313445,0.004403998735450756,0.018166494783734367,0.0,0.0,0.0,0.0
Bhutan,Tsirang,BTNr118,0.651,3.192007255596435,3.103424113347561,,5.9736953011207525,1.3756290729321345,0.8394255766725341,4.873914365011473,,,7.008921767263085,,,0.010956025480059715,0.01408631847436249,0.0,0.0015651464971513879,0.0,0.0,0.0031302929943027758,0.004695439491454164,0.0,0.0,0.0,0.0
Bhutan,Wangdi,BTNr119,0.623,4.727144986698164,6.409760378019834,,4.981604739821419,5.063498343134768,,4.989801288146064,,,,,,0.001979163422736073,0.0034635359897881284,0.0,0.0,0.0,0.0,0.0017317679948940642,0.006432281123892238,0.0,0.0,0.0009895817113680365,0.0
Bhutan,Zhemgang,BTNr120,0.62,0.9460606312150706,2.1546828624088192,,4.589507583479578,1.4164415113900122,0.39823057612486895,1.063832990245326,,,12.22532823712702,,21.757175703944753,0.009916223371810659,0.007437167528857994,0.0,0.0012395279214763323,0.00041317597382544406,0.0008263519476508881,0.006197639607381661,0.02231150258657398,0.0,0.0,0.00041317597382544406,0.00041317597382544406
Botswana,Central,BWAr101,0.685,5.076612425802865,10.77419329715268,101.40914841215171,34.43713906919526,21.800762333315546,14.829034745408512,9.663380780799624,,17.04265627149362,9.492640870520757,5.660350585114882,9.241909275263854,0.0009046287061291885,0.00016324127027895132,1.360343918991261e-05,0.0001496378310890387,0.00010882751351930087,0.0008298097905846692,0.0001224309527092135,0.000244861905418427,1.360343918991261e-05,0.0,1.360343918991261e-05,0.01747361763944275
Botswana,Ghanzi,BWAr102,0.658,5.490750321730578,33.019184917482946,,33.74197991514199,76.25450887236961,35.9313516083359,22.341072438890304,,82.7627660866276,42.89001026031942,,22.04123778804645,9.590654444463624e-05,1.7437553535388406e-05,0.0,8.718776767694203e-06,3.487510707077681e-05,7.846899090924784e-05,2.6156330303082613e-05,4.359388383847102e-05,0.0,0.0,0.0,0.00020053186565696668
Botswana,Kgalagadi,BWAr103,0.675,0.7396198090094752,263.8446239961715,114.39599582226163,37.32106624576566,208.5642757447739,213.0327943947293,,,107.51015271291452,33.39593221633256,,43.54817061561817,0.0002373120518254873,9.492482073019492e-06,9.492482073019492e-06,3.796992829207797e-05,2.8477446219058477e-05,3.796992829207797e-05,2.8477446219058477e-05,0.0,0.0,0.0,0.0,0.0016991542910704891
Botswana,Kgatleng,BWAr104,0.722,4.781555692768843,8.464451597002498,,,3.27720688043177,51.53946314607075,6.169164549242396,,,6.725118400388372,,8.08147243949708,0.0019220663607822477,0.00025627551477096634,0.0,0.0006406887869274159,0.00012813775738548317,0.0,0.0,0.0006406887869274159,0.0,0.0,0.00012813775738548317,0.006022474597117709
Botswana,Kweneng,BWAr105,0.693,10.070362399876046,4.297158225522185,,61.1745049738825,15.939464520056879,3.1827304940323073,11.882910468622764,,13.41302817593015,4.248658132597126,,4.086736182215116,0.0005942317902504429,0.0002430948232842721,0.0,0.00016206321552284807,0.00013505267960237338,0.0002430948232842721,2.7010535920474675e-05,0.0003781475028866455,0.0,2.7010535920474675e-05,0.0,0.02973860004844262
Botswana,North-East,BWAr106,0.726,1.6111522536408558,6.1762216036570985,15.129159130073159,14.30246819378101,5.805883659202001,8.067875149751316,13.528172710415037,,0.5784631248106314,3.9613108995902224,,5.5750512315355865,0.006907176003733244,0.00037336086506666185,0.00018668043253333092,0.0016801238927999782,0.00037336086506666185,0.0007467217301333237,0.00205348475786664,0.0028002064879999638,0.0,0.0,0.00037336086506666185,0.00018668043253333092
Botswana,"North-West, Ngamiland",BWAr107,0.672,2.801672993465319,8.22175060972973,92.07412693118127,5.481238026780207,27.662491657048946,28.237665368842336,42.46948476683559,,8.920002180832062,8.441326705545315,8.854340205146089,11.055260127536496,0.0004298551720049851,5.373189650062314e-05,5.373189650062314e-05,0.00012537442516812064,2.686594825031157e-05,0.0006358274419240404,0.00023283821816936693,8.05978447509347e-05,8.95531608343719e-06,0.0,0.0,0.000707469970591538
Botswana,South-East,BWAr108,0.787,0.9218245609681935,3.509366953098056,2.290978925655538,1.8199806756756784,3.011295768134981,2.436018143815764,1.244813212267208,,1.0059369801059952,3.1684434996856847,2.9967170437539985,3.158421673821679,0.05150289827381778,0.005500309524388306,0.008000450217292081,0.007500422078711327,0.006000337662969061,0.007000393940130571,0.026001463206199265,0.03350188528491059,0.0010000562771615101,0.0,0.0020001125543230203,0.2925164610697417
Botswana,Southern,BWAr109,0.691,14.330024058744616,63.07110186249131,,,26.58424438422245,19.960733160134883,26.41150867440348,,,35.31103349299855,,35.40371052906357,0.001240611397388829,0.0001459542820457446,0.0,0.0002189314230686169,0.00010946571153430845,0.0,0.0,0.00040137427562579765,0.0,0.0,0.0,0.00040137427562579765
Botswana,Chobe,BWAr110,0.683,4.487266523576672,36.00716725919892,46.82676925175946,27.320183922283725,18.8100205643504,21.771735934844024,23.70129065185464,,0.2295980777507454,3.270805409496321,,46.80131585671423,0.000808384569414564,9.51040669899487e-05,4.755203349497435e-05,0.0005230723684447178,4.755203349497435e-05,0.007275461124731076,0.0004755203349497435,0.000808384569414564,0.0,0.0,0.0,4.755203349497435e-05
Central African Republic CAR,"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",CAFr101,0.385,8.290023162006117,19.846076330280372,,166.12197512865563,9.378680258652034,22.846052396118235,138.84860117002415,,,66.22685899510874,,,0.0011172543161121038,0.0005067957722570367,0.0,3.4554257199343415e-05,0.0,0.00017277128599671706,1.1518085733114471e-05,0.0002879521433278618,0.0,0.0,0.0,0.008926516443163715
Central African Republic CAR,"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",CAFr102,0.367,1.1768829490405386,19.64451594901691,,89.03017451749704,38.54600532951631,106.18246269046675,16.539542736162513,,,130.38480727003187,,,0.0028849451409819903,0.00015880431968708203,0.0,7.940215984354101e-05,0.0,3.970107992177051e-05,3.970107992177051e-05,0.00023820647953062306,0.0,0.0,0.0,0.003004048380747302
Central African Republic CAR,"RS III (Ouham Pende, Ouham)",CAFr103,0.346,3.5168346580988348,10.70578810225703,,131.60617358851502,12.159755194546868,0.49832225116883905,44.446777365285506,,,88.64421524591536,,,0.005970902916945981,0.0011518670981509962,0.0,2.3507491798999925e-05,0.0,0.00014104495079399955,2.3507491798999925e-05,0.000329104885185999,0.0,0.0,1.1753745899499962e-05,0.019675770635762937
Central African Republic CAR,"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",CAFr104,0.371,2.045048790546947,3.90617528281379,173.17281392430934,,10.851952508216302,0.4118911931693907,88.90136717877239,,,165.97262932270502,,,0.0006833988698865871,0.00025265049129140495,1.2425433997937948e-05,1.656724533058393e-05,0.0,3.313449066116786e-05,0.0,5.798535865704376e-05,0.0,0.0,8.283622665291966e-06,0.001925942269680382
Central African Republic CAR,"RS V (Basse Kotto, Mbornou, Houte Mbormou)",CAFr105,0.326,6.1632409278514,68.93618822711458,187.72414321595886,188.10279447077534,33.804411493755886,0.7641140882512946,41.59427948801254,,,93.11049768259778,,,0.00044072442205916857,0.00019421754192437937,7.469905458629975e-06,1.493981091725995e-05,0.0,0.0,1.493981091725995e-05,0.0007395206404043676,0.0,0.0,0.0,0.0003959049893073887
