country,region,code,hdi,A(House School),A(House Hospital),A(House Pharmacy),A(House Restaurant),A(School Hospital),A(Police Hospital),A(House Place of Worship),A(Bank Slot Machine),A(Fast-Food Place Toilet),A(House Police),A(University Library),A(House Library),D(School),D(Hospital),D(Pharmacy),D(Police),D(Library),D(Toilet),D(Restaurant),D(Place of Worship),D(Post Box),D(Vending Machine),D(Bench),D(Tree)
Angola, Uige,AGOr203,0.545,1.9442993060177323,1.3104010847052485,,,5.832409617383187,60.53918394392795,2.400855570469224,,,26.73478156366253,,,0.0004334798513965939,8.027404655492479e-05,0.0,3.210961862196992e-05,0.0,0.0,0.0,8.027404655492479e-05,0.0,0.0,0.0,0.0
Angola, Luanda,AGOr204,0.71,1.005149570740118,10.644018607864353,1.2181586662286743,1.2514688973394683,5.024750044920008,2.9900804476838068,1.314289606423264,,4.347887837850772,3.460972895505721,5.713755233839651,17.490250408704554,0.09311093233300306,0.01730380158400942,0.09846687091852979,0.03666757954706758,0.0020599763790487406,0.008239905516194962,0.1866338599418159,0.07869109767966188,0.0,0.0016479811032389924,0.019775773238867908,0.8882618146458169
Angola, Kuanza Norte,AGOr205,0.546,26.567311194544022,,103.86578367317561,57.51087146216687,,,117.12110082654047,,,103.98760300281326,,,0.00012540740711099638,0.0,4.180246903699879e-05,0.00016720987614799517,0.0,0.0,0.0002926172832589915,0.00012540740711099638,0.0,0.0,0.0,0.0003762222213329891
Angola, Kuanza Sul,AGOr206,0.454,62.78573144152112,63.566248779247225,129.34558082575452,2.7724124362229117,6.846110221043597,70.36106878789538,5.1959761548261385,,,65.60842341577144,88.34462819955714,83.18366304959521,0.00039654607783336986,0.00012617375203789042,1.802482171969863e-05,5.407446515909589e-05,1.802482171969863e-05,0.0,0.00019827303891668493,0.00016222339547728769,0.0,0.0,0.0,0.001369886450697096
Angola, Malange,AGOr207,0.571,0.355555268330579,6.901433327587586,,5.1772371167510975,15.32790281046798,16.982623492291008,6.417812178387208,,,5.127330574080539,0.24013532233018992,6.391986763587108,0.00020606125597546967,4.848500140599286e-05,0.0,0.0001454550042179786,2.424250070299643e-05,0.0,7.27275021089893e-05,4.848500140599286e-05,0.0,0.0,0.0,0.004060618867751903
Angola, Lunda Norte,AGOr208,0.526,,,,91.98290741205383,,,,,,422.7984510707617,,,0.0,0.0,0.0,9.237931801348235e-06,0.0,0.0,9.237931801348235e-06,0.0,0.0,0.0,0.0,9.237931801348235e-06
Angola, Benguela,AGOr209,0.534,0.7708407735003174,1.4791557516937839,3.9892034109191004,1.5206452268268074,8.092916939516256,24.491196695032816,0.5882161400306491,,,1.7052046549993647,8.068045334661534,7.654546240075884,0.0013868231812727092,0.0003530095370512351,0.000327794570119004,0.0003025796031867729,2.5214966932231077e-05,0.0,0.0008573088756958566,0.0007564490079669323,0.0,0.0,0.0,0.0009581687434247808
Angola, Huambo,AGOr210,0.539,0.8762529697835274,2.2425423990191,2.3211212180336265,1.4357882819338041,10.491626395775974,8.099737691233257,1.9102265201009936,,,2.075889959910488,10.011369595395374,2.27156951196665,0.00048103058692170863,0.00015032205841303395,9.019323504782037e-05,0.00018038647009564074,9.019323504782037e-05,0.0,0.00039083735187388826,0.0007516102920651697,0.0,3.006441168260679e-05,0.0,6.012882336521358e-05
Angola, Bie,AGOr211,0.504,78.08670838393446,98.5866116553621,97.15392466075666,97.85921341600127,39.68239810447429,24.475624732087823,93.33845675378357,,,102.69552612439749,6.707556618436203,98.49310946485207,0.00013826132073290026,4.1478396219870076e-05,2.7652264146580052e-05,1.3826132073290026e-05,1.3826132073290026e-05,0.0,1.3826132073290026e-05,4.1478396219870076e-05,0.0,0.0,0.0,0.0008710463206172717
Angola, Moxico,AGOr212,0.508,9.808345880394063,283.1521577773571,,,266.1481003351503,92.25781477111673,91.57784379758401,,,284.09882707378466,,,6.494178826495755e-05,4.995522174227505e-06,0.0,4.995522174227505e-06,0.0,4.995522174227505e-06,0.0,2.4977610871137523e-05,0.0,0.0,0.0,0.0003297044634990153
Angola, Kuando Kubango,AGOr213,0.511,19.964138236132484,32.22687781791322,,293.133105741899,118.11321952404472,282.72628459007103,34.529428761357025,,,306.62220258418336,,,7.490486154839412e-05,1.4980972309678826e-05,0.0,9.987314873119217e-06,0.0,0.0,4.993657436559609e-06,1.9974629746238435e-05,0.0,0.0,0.0,0.001952520057694807
Angola, Namibe,AGOr214,0.587,4.288768647140472,11.040184968110772,23.316530907717322,14.67447455816943,3.824575995791709,6.945873084226982,22.23232326613322,,148.996743121319,11.266432819199661,,,0.00210287560098749,0.0003447337050799164,3.447337050799164e-05,0.0001723668525399582,0.0,3.447337050799164e-05,0.0001723668525399582,5.171005576198746e-05,0.0,1.723668525399582e-05,1.723668525399582e-05,0.003343916939275189
Angola, Huila,AGOr215,0.52,1.8592816300575221,16.68182850066205,30.536360759854784,11.919661009720253,10.453988695325666,4.079540845802873,9.402379301248178,,11.81754882817033,22.66297983194047,6.6789891296374115,40.11500374196544,0.0034571127562141196,0.0006331708344714504,0.0009244294183283177,0.0004305561674405863,3.799025006828703e-05,5.065366675771604e-05,0.0010890538352908948,0.0020768003370663576,0.0,0.00013929758358371911,0.0001266341668942901,0.07109242129445446
Angola, Cunene,AGOr216,0.522,7.2348728580617125,6.781394263091387,34.698797892588196,5.909171033397126,8.858074519234002,13.309708779363135,25.36439245210323,,4.766971091383781,6.268220424151276,,36.208670160635556,0.0003611962913448988,0.00011609880793228891,5.159947019212841e-05,0.00010319894038425682,1.2899867548032102e-05,1.2899867548032102e-05,9.02990728362247e-05,6.449933774016051e-05,0.0,0.0,0.0,0.0009416903310063434
Angola, Lunda Sul,AGOr217,0.586,1.9805253096771827,2.163727195764163,,2.1072302350568237,22.172362310074533,153.56612231611257,1.7484423424155577,,1.8470782247427486,153.92976593180504,,,0.00014062994457082105,6.392270207764593e-05,0.0,1.2784540415529185e-05,0.0,1.2784540415529185e-05,8.94917829087043e-05,7.670724249317511e-05,0.0,0.0,0.0,0.00039632075288140476
Angola, Bengo,AGOr218,0.584,25.075554432989765,24.395546789029115,67.93258661369568,47.262263681163,13.705846754306164,82.63711290021821,66.2781825508713,,,69.35540947118068,,,0.0003477542593424395,8.693856483560987e-05,5.7959043223739914e-05,0.0002028566512830897,0.0,0.0,0.0002028566512830897,0.0003187747377305695,0.0,0.0,0.0,0.0003187747377305695
Albania, Berat,ALBr201,0.776,3.3051592846853026,4.28939308180041,4.761392163075371,3.133111647837908,3.55737325801928,4.100961640123619,2.7691563415046008,,6.383845498205435,5.687150617606956,,6.470178049846426,0.02205175103709947,0.0033077626555649206,0.009923287966694762,0.002205175103709947,0.0011025875518549735,0.0016538813277824603,0.041347033194561504,0.021500457261171984,0.0033077626555649206,0.0,0.006615525311129841,0.0584371402483136
Albania, Diber,ALBr202,0.749,8.671518743293857,13.499413166874064,31.099623246937824,2.9229003930318718,6.427230285634701,8.041529656725244,3.740592243743176,,11.542621004102145,5.590286685697616,35.49325630963789,31.125163109167154,0.016095334919167422,0.001532889039920707,0.0022993335598810605,0.0019161112999008837,0.0003832222599801768,0.001532889039920707,0.010347001019464772,0.009963778759484596,0.0003832222599801768,0.0,0.0003832222599801768,0.0003832222599801768
Albania, Durres,ALBr203,0.796,2.533462474530272,5.9940674856956,2.3016062576082224,0.9291044990494651,2.848742647193764,2.5607364990363766,1.5365135122201057,,2.0730625722234035,5.100081014350124,,,0.05907460890916926,0.00898961439922141,0.13355998535986094,0.007705383770761208,0.0,0.005136922513840805,0.2542776644351199,0.050084994509947856,0.0012842306284602013,0.0,0.014126536913062215,0.7936545283884044
